Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),ID,DEFCON_Level
5,1,0,2,16,24,0.112334802,390.08,1,1196800,12081,3
8,0,0.6,3,9,23,0.472099853,344.5,1,906400,11824,3
6,0,0.22,2,13,50,0.420704846,366.76,1,888800,9227,3
6,1,0.02,4,25,52,0.469162996,371,1,985600,2989,3
7,0,0.23,2,23,67,0.420704846,363.58,1,888800,12036,3
7,1,0,2,9,14,0.407488987,362.52,1,1012000,4844,3
8,0,0.33,2,4,17,0.381057269,364.64,1,1020800,1138,4
9,1,0.14,2,25,84,0.567547724,347.68,1,880000,377,2
5,1,0.15,2,26,40,0.009544787,375.24,1,1232000,2304,4
10,0,0.58,2,3,8,0.466226138,322.24,1,1029600,10476,3
8,1,0.26,2,16,112,0.425110132,326.48,0,818400,2933,1
8,1,0,3,11,26,0.552863436,360.4,1,897600,9142,2
15,0,0.79,4,23,71,0.883259912,309.52,1,1144000,9163,2
10,0,0.42,2,11,19,0.56020558,341.32,1,915200,2201,3
5,1,0,2,16,78,0.184287812,392.2,1,1135200,10752,3
7,0,0,2,7,15,0.455212922,373.12,1,950400,353,3
9,1,0.3,3,24,56,0.71071953,347.68,1,862400,7676,2
5,1,0.24,2,13,105,0.413362702,413.4,1,968000,10271,2
6,0,0.32,2,15,143,0.253303965,352.98,1,1047200,4718,3
8,1,0.26,2,23,81,0.464757709,330.72,1,888800,9558,3
9,1,0.33,1,5,35,0.567547724,344.5,0,924000,7490,2
8,0,0.4,2,7,12,0.437591777,359.34,1,968000,4332,3
6,0,0.1,2,6,14,0.360499266,356.16,1,880000,2207,2
9,1,0.27,2,32,133,0.567547724,328.6,1,809600,5877,2
10,0,0.34,2,24,133,0.640969163,341.32,1,880000,5698,3
13,0,0.49,6,7,16,0.890602056,349.8,1,1117600,8566,4
6,1,0.08,2,32,46,0.370778267,349.8,0,924000,12076,2
7,1,0.33,2,51,60,0.36123348,354.04,1,1073600,734,4
7,0,0.14,2,15,25,0.302496329,351.92,1,985600,9290,3
10,1,0.6,4,5,25,0.552863436,333.9,1,1073600,8757,4
7,1,0.2,2,15,34,0.470631424,367.82,1,976800,7207,2
6,1,0.04,2,5,10,0.113803231,380.54,1,1135200,3328,2
9,1,0.68,6,13,65,0.640969163,333.9,1,985600,922,4
7,1,0,2,3,19,0.334067548,351.92,0,888800,9354,3
7,1,0.07,2,17,84,0.450073421,338.14,0,818400,3394,2
6,0,0.23,2,21,50,0.500734214,367.82,1,862400,11858,3
11,0,0.39,2,7,15,0.589574156,341.32,1,924000,12410,2
7,1,0.06,2,8,17,0.346549192,358.28,0,844800,9445,2
7,1,0.12,2,15,28,0.369309838,330.72,0,880000,10566,2
5,0,0.27,2,33,53,0.340675477,396.44,1,985600,5222,2
8,1,0.23,2,33,89,0.298825257,359.34,0,915200,8832,2
10,1,0.48,2,5,22,0.685022026,344.5,1,880000,4341,2
9,0,0.44,2,32,48,0.358296623,346.62,1,985600,5668,2
7,1,0.02,2,15,39,0.389867841,355.1,1,836000,1462,2
8,1,0.25,3,21,59,0.516152717,357.22,1,844800,12112,2
7,0,0.49,2,8,17,0.392804699,359.34,1,1003200,697,3
7,1,0.01,2,40,55,0.496328928,350.86,1,844800,10072,2
8,1,0.27,2,7,54,0.582232012,368.88,1,809600,8285,2
8,1,0.19,2,10,65,0.486784141,357.22,1,818400,7157,2
8,1,0,2,8,14,0.464757709,345.56,1,906400,7730,3
12,0,0.54,3,13,23,0.640969163,329.66,1,968000,12334,4
7,0,0.29,2,36,142,0.479441997,347.68,1,827200,6519,2
7,1,0.13,2,29,53,0.410425844,352.98,1,818400,11503,2
8,1,0.22,2,17,94,0.46328928,333.9,1,844800,3862,2
9,1,0.33,2,32,119,0.52349486,337.08,1,897600,10841,2
7,1,0.01,2,8,15,0.407488987,379.48,1,950400,8578,2
12,0,0.48,3,19,47,0.751101322,345.56,1,853600,5515,3
7,1,0.29,5,20,106,0.542584435,348.74,1,924000,12485,3
9,0,0.39,2,10,19,0.400146843,355.1,1,1020800,656,4
10,0,0.46,2,10,17,0.410425844,338.14,1,897600,2394,3
10,0,0.35,2,17,43,0.445668135,339.2,1,976800,5582,4
7,1,0.15,2,26,53,0.457415565,355.1,1,853600,8681,2
6,0,0.17,2,13,26,0.285609398,387.96,1,1003200,10827,1
5,0,0.24,2,5,12,0.320851689,378.42,1,950400,2885,2
8,1,0.15,3,33,90,0.398678414,346.62,1,827200,11640,2
8,1,0.12,2,11,30,0.508810573,349.8,1,809600,5533,2
8,1,0.26,2,11,79,0.444199706,343.44,1,836000,7727,2
7,0,0.33,7,26,45,0.567547724,348.74,1,818400,10336,3
8,1,0.18,2,10,39,0.574889868,374.18,1,862400,6541,2
8,0,0.29,3,18,127,0.486784141,345.56,1,818400,3476,2
8,1,0.05,3,11,22,0.538179148,351.92,1,836000,1231,2
11,0,0.68,3,12,25,0.508810573,330.72,1,976800,1108,3
12,0,0.63,3,6,22,0.72907489,330.72,1,853600,7243,4
12,0,0.49,3,54,77,0.802496329,339.2,1,844800,3257,2
10,0,0.42,2,22,65,0.629221733,341.32,1,862400,9150,2
8,0,0.25,3,29,90,0.640969163,358.28,1,814000,11435,2
9,0,0.41,2,10,26,0.376651982,340.26,1,1029600,6778,3
10,0,0.45,6,11,25,0.703377386,366.76,1,959200,10015,4
8,0,0.43,2,22,50,0.538179148,340.26,1,924000,4739,3
9,0,0.45,3,6,12,0.594713656,346.62,1,985600,5178,2
9,1,0.34,3,25,110,0.655653451,333.9,0,836000,11048,2
7,1,0,3,8,11,0.472099853,355.1,1,924000,4557,1
6,1,0,2,6,12,0.398678414,364.64,1,836000,3508,3
6,0,0.1,2,12,33,0.46989721,366.76,1,880000,5987,2
8,0,0.42,2,23,48,0.357562408,358.28,1,1091200,4227,4
6,0,0.08,2,19,31,0.389867841,376.3,1,1056000,5456,3
7,0,0.25,2,21,56,0.395007342,364.64,1,880000,3268,3
8,1,0.52,2,3,9,0.294419971,349.8,1,1047200,65,3
7,1,0.08,4,27,73,0.604258443,367.82,1,844800,1397,2
7,0,0.24,2,27,58,0.470631424,361.46,1,888800,9468,3
6,0,0.23,2,21,36,0.332599119,367.82,1,1100000,359,3
10,0,0.49,3,7,26,0.5969163,342.38,1,941600,9265,3
6,1,0.1,2,4,11,0.403817915,380.54,1,875600,378,2
7,1,0.08,2,42,124,0.357562408,345.56,0,880000,6236,2
6,1,0.08,2,32,53,0.353891336,358.28,1,950400,11520,4
7,1,0.07,2,17,36,0.408957416,356.16,1,924000,11867,2
7,1,0.01,2,9,22,0.501468429,368.88,1,836000,4868,2
8,1,0.25,2,9,29,0.447136564,349.8,1,853600,11008,2
8,0,0.49,2,21,83,0.552863436,351.92,1,800800,6554,2
6,0,0.1,1,16,61,0.392070485,377.36,1,950400,4951,4
6,1,0.12,2,32,61,0.501468429,358.28,1,827200,2093,2
9,0,0.34,2,5,16,0.51174743,339.2,1,959200,4824,4
8,1,0.17,2,3,7,0.458883994,357.22,1,924000,5042,3
7,1,0.32,6,34,121,0.677679883,374.18,1,827200,10918,2
7,1,0,3,21,31,0.472099853,367.82,1,950400,4904,2
7,1,0.09,2,4,12,0.334067548,342.38,0,888800,2076,1
7,1,0,2,11,20,0.414831131,355.1,1,959200,7913,3
8,1,0,1,19,41,0.743759178,372.06,1,818400,7924,2
8,0,0.42,2,9,22,0.27092511,329.66,1,1012000,7393,4
10,0,0.45,2,6,14,0.538179148,343.44,1,897600,3531,2
12,0,0.54,2,28,42,0.60866373,323.3,1,897600,11190,1
7,1,0.02,2,21,37,0.372246696,356.16,1,924000,5901,3
7,1,0.08,4,15,18,0.418502203,361.46,0,941600,4642,4
10,0,0.5,4,9,23,0.574889868,339.2,1,836000,10133,2
8,1,0.12,3,33,90,0.604258443,357.22,1,827200,3635,3
9,0,0.4,3,26,58,0.580763583,340.26,0,827200,11670,2
8,0,0.53,1,5,17,0.439060206,327.54,1,906400,4615,4
10,0,0.46,2,5,13,0.516152717,322.24,1,950400,1266,4
8,1,0.03,2,14,57,0.542584435,355.1,1,818400,4720,1
7,1,0.16,2,15,60,0.494126285,334.96,1,906400,1464,2
7,1,0.01,2,8,12,0.172540382,359.34,0,1126400,5941,3
13,0,0.72,2,23,49,0.831864905,334.96,0,836000,10395,5
8,0,0.31,2,15,42,0.552863436,363.58,1,827200,7137,2
7,0,0.27,2,23,69,0.508810573,375.24,1,836000,7934,3
10,0,0.35,2,9,39,0.46328928,338.14,1,959200,10930,3
8,0,0.32,2,26,65,0.5969163,336.02,0,800800,3287,2
12,0,0.47,2,13,27,0.420704846,325.42,1,1047200,6132,4
7,1,0,2,6,12,0.374449339,362.52,1,1012000,11699,1
6,0,0.19,2,18,47,0.406020558,359.34,1,836000,4921,2
10,1,0.27,2,35,151,0.802496329,336.02,1,1020800,3491,3
8,1,0,1,5,12,0.389867841,371,1,976800,9155,1
8,1,0.14,2,3,7,0.33113069,347.68,1,985600,1384,2
8,1,0.23,3,10,115,0.552863436,333.9,1,809600,2862,2
6,0,0.25,3,23,72,0.266519824,359.34,1,1135200,1973,2
7,1,0.16,2,11,39,0.486784141,366.76,0,932800,9785,2
9,1,0,2,5,9,0.370778267,330.72,1,862400,5420,2
8,1,0.24,3,17,108,0.552863436,332.84,1,809600,10017,2
7,1,0.06,2,5,20,0.414831131,372.06,1,836000,7231,2
8,1,0.21,2,33,131,0.410425844,340.26,1,871200,8592,2
7,1,0.26,3,42,145,0.472099853,351.92,1,968000,7517,2
9,0,0.34,2,13,62,0.589574156,341.32,1,836000,387,2
9,0,0.3,2,2,15,0.582232012,351.92,1,941600,11092,4
8,0,0.31,2,32,66,0.567547724,359.34,1,880000,512,4
7,1,0,2,7,14,0.228340675,351.92,1,1003200,9129,3
12,1,0.71,2,7,86,0.707048458,339.2,1,844800,7842,2
7,0,0.31,2,15,36,0.237151248,342.38,1,1091200,9339,3
8,1,0.49,2,33,141,0.464757709,342.38,1,836000,975,2
8,1,0.03,4,32,74,0.404552129,338.14,0,827200,204,3
8,1,0.01,2,5,19,0.449339207,358.28,1,924000,11047,3
10,1,0.5,2,6,16,0.685022026,346.62,1,932800,1730,2
7,1,0.26,3,16,86,0.51835536,334.96,1,800800,4797,3
8,1,0.27,2,11,23,0.567547724,324.36,1,792000,1869,2
8,1,0.04,2,13,32,0.544052863,350.86,1,844800,10066,2
8,0,0.45,2,6,9,0.420704846,347.68,1,915200,1436,4
8,1,0.15,2,10,44,0.444199706,354.04,0,862400,2371,2
7,1,0.33,2,51,70,0.420704846,373.12,1,950400,3251,2
9,0,0.41,2,10,22,0.552863436,355.1,1,888800,3093,3
5,1,0,2,14,39,0.244493392,378.42,1,1152800,4097,2
8,1,0.24,2,16,72,0.413362702,339.2,1,844800,2367,2
7,1,0.16,2,15,77,0.508810573,358.28,1,827200,4527,2
8,1,0.01,2,17,38,0.457415565,350.86,1,827200,4669,3
7,1,0.09,2,24,57,0.433920705,349.8,1,809600,9904,2
9,1,0.26,2,5,35,0.516152717,343.44,0,844800,4820,2
8,0,0.33,2,16,47,0.361967695,358.28,1,959200,10257,3
10,0,0.59,4,6,17,0.52349486,333.9,1,1064800,5797,4
7,1,0.06,6,6,15,0.486049927,355.1,1,906400,9745,1
8,1,0.56,1,12,96,0.442731278,345.56,1,836000,3803,2
8,1,0.22,3,4,7,0.53671072,357.22,1,871200,3254,2
8,1,0.12,2,16,44,0.317914831,328.6,0,862400,12057,3
6,1,0.05,2,29,28,0.361967695,349.8,1,959200,10791,3
8,0,0.42,2,6,14,0.313509545,348.74,1,1064800,8915,3
9,0,0.57,2,22,57,0.604258443,357.22,1,809600,233,2
9,0,0.37,2,23,90,0.611600587,361.46,1,836000,573,3
12,0,0.49,4,10,37,0.699706314,325.42,1,818400,10034,3
7,0,0.08,2,34,52,0.426578561,362.52,1,880000,1653,3
10,0,0.41,1,11,28,0.384728341,324.36,1,1047200,3883,4
8,1,0,2,6,14,0.412628488,334.96,1,924000,2503,3
7,0,0.23,2,18,47,0.413362702,359.34,0,888800,948,3
10,1,0.32,3,35,152,0.5969163,344.5,1,862400,4559,2
7,0,0.19,2,13,39,0.317180617,359.34,1,985600,5794,2
9,0,0.31,3,24,50,0.52349486,351.92,1,1064800,4343,4
7,0,0.2,2,18,38,0.316446402,355.1,1,985600,1080,4
7,0,0.32,2,43,67,0.37958884,342.38,1,1038400,10397,4
9,0,0.24,2,4,11,0.345814978,349.8,1,915200,11986,3
8,0,0.3,2,18,29,0.354625551,341.32,1,888800,10345,4
6,1,0.08,2,16,49,0.27092511,377.36,1,976800,4664,3
7,1,0,3,21,39,0.398678414,360.4,1,941600,6505,2
6,0,0.25,2,23,58,0.501468429,378.42,1,862400,11696,3
6,0,0.22,8,26,148,0.524229075,351.92,1,836000,9060,2
12,0,0.56,2,3,10,0.494126285,315.88,1,871200,7562,5
6,1,0,2,28,60,0.42804699,371,1,1012000,4719,3
9,0,0.34,2,12,47,0.552863436,350.86,1,844800,10979,3
7,1,0.02,2,17,42,0.398678414,376.3,1,950400,8214,3
9,0,0.49,2,21,57,0.473568282,332.84,1,853600,12174,3
10,0,0.52,3,11,24,0.5969163,348.74,1,880000,1137,4
7,1,0.08,2,8,16,0.320851689,367.82,1,1003200,1122,2
8,0,0.76,14,24,148,0.347283407,326.48,1,1073600,10677,4
10,0,0.5,2,6,24,0.567547724,327.54,1,897600,2469,1
8,1,0,2,6,10,0.301762115,358.28,0,915200,1612,2
12,0,0.55,3,25,101,0.743759178,345.56,1,836000,3407,2
9,0,0.44,2,21,42,0.381057269,343.44,1,968000,9446,3
9,1,0.26,3,17,69,0.579295154,340.26,1,897600,9476,2
6,1,0.04,2,11,17,0.33773862,368.88,1,1003200,765,4
7,1,0.07,6,9,18,0.475770925,361.46,1,968000,6983,4
6,1,0.08,2,16,33,0.290014684,369.94,1,985600,8458,2
9,1,0.14,2,8,23,0.559471366,347.68,1,853600,12028,2
8,0,0.42,2,18,32,0.341409692,354.04,1,1064800,8640,3
9,1,0,1,19,37,0.39133627,337.08,1,1056000,4991,4
8,1,0,3,7,17,0.403817915,356.16,1,924000,3702,3
9,1,0.24,3,29,139,0.573421439,343.44,1,836000,7549,2
7,1,0.03,6,27,73,0.707048458,349.8,1,836000,11974,1
8,1,0.2,3,5,13,0.5969163,359.34,0,836000,8191,2
10,0,0.4,3,13,28,0.703377386,366.76,1,924000,10135,4
10,0,0.41,9,38,82,0.831864905,338.14,1,924000,2114,4
8,1,0.25,2,34,60,0.382525698,359.34,1,950400,8546,3
6,0,0.25,13,37.5,289,0.414831131,352.98,1,968000,3029,3
7,1,0.01,2,40,63,0.406020558,373.12,1,1126400,15,4
7,1,0.07,1,6,14,0.442731278,352.98,0,827200,2327,2
9,1,0.31,2,9,89,0.611600587,361.46,1,853600,4455,3
8,1,0.22,2,11,50,0.417767988,354.04,0,853600,10902,2
8,0,0.7,2,26,116,0.538179148,326.48,1,792000,6776,2
9,0,0.3,3,29,60,0.5969163,340.26,0,880000,5414,2
8,1,0.49,3,17,108,0.552863436,349.8,1,853600,10063,2
7,1,0.08,2,8,16,0.464757709,365.7,1,976800,4646,1
13,0,0.72,3,6,29,0.670337739,318,1,1073600,4620,4
13,0,0.58,3,17,65,0.72907489,323.3,1,968000,4335,3
8,0,0.68,4,29,63,0.567547724,349.8,1,1038400,6103,4
8,1,0.05,3,6,11,0.626284875,350.86,1,818400,10050,3
9,1,0.14,2,20,57,0.479441997,345.56,1,818400,3828,1
8,1,0.28,2,11,63,0.494126285,355.1,1,836000,10091,2
10,1,0.28,2,31,92,0.677679883,341.32,1,1038400,303,3
10,0,0.56,2,30,68,0.527900147,337.08,1,950400,6775,3
8,0,0.6,2,24,149,0.382525698,344.5,1,1038400,12237,4
9,1,0.38,2,12,32,0.345814978,354.04,1,1029600,5390,3
11,0,0.48,2,5,21,0.626284875,322.24,1,800800,6878,3
8,1,0,2,5,9,0.33113069,356.16,1,968000,4626,3
12,1,0.5,3,12,47,0.758443465,331.78,1,853600,7387,2
6,1,0.1,3,16,49,0.290014684,377.36,1,1064800,10009,3
11,0,0.39,2,3,9,0.339941263,347.68,1,968000,1073,2
9,1,0,3,11,14,0.685022026,359.34,1,844800,4575,2
7,1,0.08,2,10,89,0.430249633,355.1,1,888800,7443,2
5,0,0.5,2,18,29,0.350220264,396.44,1,985600,8831,3
10,0,0.44,2,5,12,0.54185022,333.9,1,959200,7497,3
7,1,0.02,2,8,15,0.475036711,368.88,1,836000,2712,2
12,0,0.57,2,12,37,0.420704846,337.08,1,1056000,8354,4
8,1,0.1,2,28,38,0.376651982,351.92,1,950400,9216,3
9,1,0.24,2,8,21,0.483847283,330.72,1,792000,6446,3
8,0,0.12,5,29,73,0.567547724,339.2,1,827200,3971,2
9,1,0.2,3,13,69,0.572687225,321.18,1,827200,6984,2
9,1,0.24,3,13,78,0.685022026,345.56,1,862400,10796,3
9,0,0.35,2,25,136,0.501468429,352.98,1,827200,1195,2
10,0,0.41,3,11,24,0.626284875,366.76,1,836000,3437,3
11,0,0.39,7,38,160,0.656387665,358.28,1,818400,5594,2
8,0,0.26,2,23,122,0.513215859,334.96,0,818400,11816,2
10,0,0.35,2,10,31,0.529368576,331.78,1,818400,9126,3
8,0,0.19,2,15,42,0.494126285,351.92,1,853600,10279,3
10,0,0.54,2,28,67,0.665932452,348.74,1,950400,7078,4
10,0,0.24,2,13,26,0.42804699,337.08,1,959200,3281,3
9,1,0.17,2,12,89,0.501468429,325.42,1,871200,6298,2
7,1,0.02,2,10,26,0.347283407,356.16,1,946000,10820,3
10,1,0.42,2,29,53,0.508810573,327.54,1,968000,1644,2
8,0,0.39,2,21,48,0.52349486,360.4,1,888800,522,3
9,1,0.26,3,23,120,0.582232012,342.38,1,836000,7418,2
7,0,0.34,2,11,47,0.530837004,357.22,1,836000,5499,3
8,1,0.01,2,17,32,0.398678414,372.06,1,959200,9320,3
9,0,0.53,2,17,44,0.458883994,356.16,1,1038400,1765,4
12,0,0.52,2,7,26,0.72907489,330.72,1,844800,10656,2
6,1,0,2,28,44,0.209251101,372.06,0,968000,4958,3
8,0,0.48,2,29,67,0.156387665,352.98,0,1082400,10379,3
5,0,0.01,2,26,63,0.056534508,390.08,1,1232000,10373,3
11,0,0.5,2,19,41,0.552863436,341.32,1,880000,3008,3
10,1,0.34,15,6,62,0.919970631,345.56,1,924000,9307,2
10,0,0.63,4,6,18,0.574889868,337.08,1,809600,4588,2
8,1,0.09,2,25,89,0.442731278,358.28,1,871200,365,2
7,1,0.3,6,30,92,0.572687225,357.22,1,871200,10571,2
9,1,0,3,11,24,0.598384728,338.14,1,880000,6092,3
8,0,0.68,6,10,30,0.573421439,354.04,1,985600,1605,3
10,0,0.59,3,5,20,0.655653451,344.5,1,836000,9808,3
10,0,0.5,14,48,278,0.714390602,350.86,1,924000,1016,2
6,1,0.21,2,12,39,0.538179148,379.48,1,836000,1007,3
14,0,0.49,2,8,20,0.743759178,319.06,1,792000,11518,3
7,1,0.21,2,8,62,0.479441997,364.64,1,932800,1356,3
7,1,0.12,11,6,31,0.508810573,368.88,1,880000,637,2
8,0,0.33,2,26,60,0.520558003,360.4,1,932800,7030,3
8,0,0.68,3,5,14,0.388399413,340.26,1,994400,5137,5
11,0,0.49,5,5,14,0.52349486,345.56,1,1056000,109,3
8,1,0.06,2,16,44,0.427312775,356.16,0,862400,5908,2
7,0,0.32,2,4,10,0.278267254,356.16,0,1047200,11684,4
10,0,0.52,7,3,9,0.906754772,338.14,1,959200,11143,3
7,1,0.03,3,17,88,0.459618209,346.62,1,897600,212,3
7,1,0.07,2,6,14,0.464757709,364.64,1,862400,7316,2
9,0,0.46,5,12,25,0.552863436,344.5,0,994400,3070,3
8,0,0.68,8,37.5,278,0.530837004,331.78,1,924000,25,3
8,1,0.08,2,20,89,0.442731278,349.8,0,836000,4899,2
7,1,0.02,2,21,42,0.279001468,371,1,1117600,411,4
7,0,0.46,3,18,72,0.514684288,348.74,1,844800,2574,2
8,1,0.12,3,6,29,0.621879589,361.46,1,1064800,3222,2
8,1,0.1,3,12,108,0.552863436,331.78,1,818400,3085,2
7,1,0.14,2,15,36,0.508810573,375.24,1,862400,4907,2
11,0,0.45,6,5,15,0.582232012,344.5,1,968000,5990,2
9,0,0.21,2,57,73,0.574889868,364.64,1,906400,8453,3
9,0,0.36,2,3,14,0.417767988,350.86,1,827200,4446,3
8,1,0.22,2,10,79,0.530837004,339.2,1,827200,9580,2
6,0,0.23,2,5,113,0.053597651,349.8,0,1188000,8106,3
9,0,0.47,2,10,23,0.400146843,352.98,1,994400,11139,3
8,1,0.12,2,7,24,0.486784141,343.44,1,844800,8480,3
9,1,0,2,27,44,0.655653451,328.6,1,818400,6612,2
9,0,0.3,2,8,14,0.582232012,346.62,1,924000,9619,3
6,1,0,2,15,23,0.209251101,378.42,1,1126400,2981,1
8,0,0.44,4,25,63,0.57195301,352.98,1,818400,827,2
9,1,0.19,2,5,33,0.516152717,326.48,1,871200,2478,3
7,0,0.27,2,13,25,0.479441997,343.44,1,836000,12201,3
10,0,0.34,2,10,25,0.5969163,343.44,1,950400,4803,4
7,0,0.21,2,26,74,0.42804699,361.46,1,888800,9716,4
10,0,0.54,2,7,24,0.5969163,345.56,1,827200,2961,3
7,1,0.06,6,9,17,0.497063142,355.1,1,950400,6029,4
7,0,0.2,2,22,50,0.251835536,355.1,1,1135200,7629,3
12,0,0.76,3,10,23,0.685022026,330.72,1,950400,8464,3
6,1,0,2,26,33,0.272393539,372.06,1,1012000,2753,2
10,0,0.36,2,27,39,0.368575624,338.14,1,1091200,10592,4
8,0,0.28,2,20,53,0.329662261,328.6,1,1100000,4222,3
14,0,0.49,2,5,15,0.737885463,337.08,1,809600,10254,4
7,1,0,2,39,64,0.394273128,380.54,1,950400,7251,2
8,1,0.18,2,10,73,0.526431718,343.44,1,809600,264,2
7,1,0.1,1,16,33,0.470631424,373.12,1,897600,7550,2
5,1,0.08,1,16,89,0.193098385,397.5,1,1135200,1910,4
8,0,0.68,6,5,19,0.455947137,358.28,1,1020800,8072,3
7,1,0.07,2,11,27,0.534508076,351.92,1,844800,5749,2
7,1,0.02,2,8,27,0.442731278,354.04,1,880000,7024,3
9,1,0.49,2,16,69,0.452276065,322.24,1,818400,5734,2
8,1,0,2,6,14,0.377386197,334.96,1,862400,3860,2
7,1,0.54,2,18,110,0.508810573,345.56,1,809600,6890,2
8,1,0.06,2,5,19,0.494126285,344.5,1,862400,4065,3
6,1,0,2,6,12,0.303230543,373.12,1,959200,12240,3
7,0,0.29,3,19,80,0.414831131,359.34,1,924000,4276,3
8,1,0.01,2,3,19,0.552863436,357.22,0,844800,3876,2
11,0,0.5,2,19,41,0.395007342,320.12,1,959200,6329,3
8,1,0.6,3,32,153,0.582966226,336.02,1,844800,2420,2
7,1,0.03,3,36,71,0.429515419,311.64,0,897600,7199,3
6,1,0,2,7,16,0.113803231,378.42,1,1196800,3010,2
9,1,0.24,7,36,124,0.839207048,338.14,1,915200,8688,3
10,1,0.6,4,6,25,0.611600587,334.96,1,818400,2324,2
9,0,0.45,2,19,42,0.310572687,337.08,1,1073600,11646,4
10,0,0.38,3,26,55,0.580763583,340.26,1,897600,1746,3
8,1,0.04,4,5,19,0.545521292,362.52,1,836000,6837,2
8,0,0.42,2,23,44,0.357562408,360.4,1,1038400,9849,3
8,0,0.37,2,8,23,0.457415565,345.56,1,827200,5183,2
7,1,0,2,6,13,0.407488987,354.04,1,915200,8025,1
12,0,0.51,2,6,21,0.575624082,329.66,1,880000,10950,2
8,1,0.04,2,10,22,0.42804699,341.32,1,906400,2969,3
7,0,0.21,2,10,28,0.42804699,345.56,1,888800,291,3
10,1,0.48,2,6,18,0.424375918,341.32,1,818400,10978,1
11,0,0.6,3,17,43,0.758443465,341.32,1,862400,9121,3
9,1,0.31,3,17,56,0.714390602,368.88,1,871200,6667,2
6,0,0.4,1,18,38,0.331864905,373.12,1,1135200,7425,3
9,1,0.34,3,17,56,0.574889868,321.18,1,880000,2756,3
9,1,0.26,2,4,28,0.457415565,339.2,1,888800,352,3
12,0,0.54,2,24,50,0.787812041,344.5,1,792000,9091,3
9,0,0.57,2,17,80,0.464757709,311.64,2,959200,6076,4
10,0,0.47,2,9,24,0.505139501,342.38,1,906400,8486,3
10,1,0.24,2,8,28,0.419236417,332.84,1,1038400,5459,2
6,1,0,2,40,63,0.392070485,375.24,0,1012000,11088,4
8,1,0.01,2,5,18,0.361967695,356.16,1,968000,7421,1
9,1,0.28,2,11,21,0.417767988,333.9,1,1038400,4078,3
6,1,0.09,2,10,44,0.479441997,377.36,1,853600,669,3
8,0,0.33,2,6,16,0.582232012,359.34,1,950400,11689,3
11,0,0.44,3,10,28,0.72907489,333.9,1,827200,8324,3
10,1,0.22,2,6,33,0.538179148,342.38,1,836000,4691,2
6,0,0.78,3,32,119,0.21071953,351.92,1,1020800,10037,4
7,1,0.27,3,7,65,0.51835536,351.92,1,792000,1582,2
7,1,0,2,16,28,0.569750367,372.06,1,871200,3438,4
7,1,0.04,2,20,58,0.420704846,355.1,1,827200,9066,2
11,0,0.66,4,6,24,0.508810573,347.68,1,1073600,7853,3
7,1,0.35,6,51,115,0.56020558,374.18,1,897600,4837,2
6,1,0.04,2,6,15,0.113803231,383.72,1,1232000,4073,2
8,0,0.36,2,6,16,0.37958884,355.1,1,1100000,7605,4
8,0,0.41,2,38,106,0.472099853,361.46,1,924000,7005,4
10,0,0.47,1,9,21,0.529368576,337.08,1,959200,10270,3
10,1,0.1,2,16,40,0.802496329,332.84,1,888800,4323,3
7,0,0.27,9,23,148,0.226872247,346.62,1,1196800,9569,3
10,0,0.36,2,17,29,0.604258443,341.32,1,880000,11734,3
8,1,0,2,33,35,0.3010279,364.64,1,1117600,5929,3
7,1,0.15,2,12,34,0.508810573,368.88,1,809600,9432,3
10,0,0.57,2,3,15,0.538179148,337.08,1,915200,5261,2
7,0,0.31,2,9,46,0.552863436,372.06,1,924000,7263,3
8,0,0.43,2,12,21,0.392804699,359.34,1,1003200,7886,3
11,0,0.48,2,15,47,0.618942731,311.64,1,1012000,8904,2
13,0,0.72,3,23,43,0.758443465,336.02,1,915200,2719,2
8,0,0.33,2,15,46,0.450073421,351.92,1,827200,1483,2
7,1,0.33,2,16,65,0.527165932,365.7,1,853600,8120,2
13,0,0.75,3,6,29,0.626284875,323.3,1,932800,10186,4
8,0,0.15,2,6,14,0.42804699,348.74,1,853600,105,2
9,1,0.51,2,12,96,0.552863436,347.68,1,809600,788,3
12,0,0.51,2,12,29,0.589574156,329.66,1,915200,10664,2
9,0,0.49,2,39,145,0.545521292,345.56,1,836000,942,2
16,1,0.76,3,6,14,0.787812041,325.42,1,906400,6003,2
7,1,0.02,2,5,13,0.435389134,354.04,0,880000,7054,3
6,1,0.11,2,4,20,0.403817915,365.7,1,862400,3527,2
7,1,0.06,2,5,13,0.442731278,358.28,1,994400,8547,3
12,0,0.55,3,19,53,0.72907489,328.6,1,880000,3208,3
10,0,0.46,2,6,12,0.482378855,330.72,1,888800,8280,3
7,1,0.21,2,8,62,0.508810573,375.24,1,862400,12003,2
10,0,0.5,4,6,10,0.52349486,341.32,1,1064800,3595,3
7,1,0,2,7,16,0.353157122,360.4,1,950400,916,2
8,0,0.31,2,32,98,0.420704846,349.8,1,853600,11526,2
7,0,0.31,2,21,53,0.329662261,342.38,1,1100000,3601,4
10,0,0.46,2,26,42,0.42804699,332.84,1,1047200,6846,4
8,1,0.52,2,19,112,0.447136564,326.48,1,818400,5236,2
10,1,0.27,2,22,56,0.677679883,363.58,1,888800,9627,2
